PermitNo,Permittee,SiteNo,SiteCompany,SiteAddr1,SiteCity,SiteState,SiteZipCode,MapCategory
QA-Facility-2019-01-18T05:56:41.261Z-1031,QA-FacilityName,QA-Site-2019-01-18T05:56:41.100Z-1030,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:42.192Z-1037,QA-FacilityName,QA-Site-2019-01-18T05:56:42.038Z-1036,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:42.931Z-1043,QA-FacilityName,QA-Site-2019-01-18T05:56:42.780Z-1042,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:56:44.123Z-1047,QA-FacilityName,QA-Site-2019-01-18T05:56:43.962Z-1046,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-21T20:19:05.365Z-829,QA-FacilityName,QA-Site-2019-01-21T20:19:05.221Z-828,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:18.869Z-159,QA-FacilityName,QA-Site-2019-01-22T22:06:18.767Z-158,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:19.602Z-161,QA-FacilityName,QA-Site-2019-01-22T22:06:19.505Z-160,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:20.267Z-163,QA-FacilityName,QA-Site-2019-01-22T22:06:20.184Z-162,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:20.884Z-165,QA-FacilityName,QA-Site-2019-01-22T22:06:20.809Z-164,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:21.498Z-167,QA-FacilityName,QA-Site-2019-01-22T22:06:21.418Z-166,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:22.084Z-169,QA-FacilityName,QA-Site-2019-01-22T22:06:21.982Z-168,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:22.806Z-171,QA-FacilityName,QA-Site-2019-01-22T22:06:22.672Z-170,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:23.456Z-173,QA-FacilityName,QA-Site-2019-01-22T22:06:23.375Z-172,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:24.092Z-175,QA-FacilityName,QA-Site-2019-01-22T22:06:24.012Z-174,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:24.736Z-177,QA-FacilityName,QA-Site-2019-01-22T22:06:24.659Z-176,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:25.334Z-179,QA-FacilityName,QA-Site-2019-01-22T22:06:25.256Z-178,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:25.966Z-181,QA-FacilityName,QA-Site-2019-01-22T22:06:25.882Z-180,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:26.565Z-183,QA-FacilityName,QA-Site-2019-01-22T22:06:26.480Z-182,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:27.130Z-185,QA-FacilityName,QA-Site-2019-01-22T22:06:27.049Z-184,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-22T22:06:27.688Z-187,QA-FacilityName,QA-Site-2019-01-22T22:06:27.606Z-186,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-CustomId-Facility-2019-01-25T21:45:36.383Z-5,QA-FacilityName-2019-01-25T21:45:36.383Z-6,QA-Site-2019-01-25T21:45:31.088Z-2,QA-CustomId-SiteCompany-2019-01-25T21:45:36.383Z-8,Site addr1,Site City,Site State,10000,SiteCustomId-2019-01-25T21:45:31.087Z-1
QA-CustomId-Facility-2019-01-25T21:52:21.004Z-5,QA-FacilityName-2019-01-25T21:52:21.004Z-6,QA-CustomId-Facility-2019-01-25T21:52:21.004Z-5,QA-FacilityName-2019-01-25T21:52:21.004Z-6,Site addr1,Site City,Site State,10000,SiteCustomId-2019-01-25T21:52:20.865Z-1
QA-CustomId-Facility-2019-01-25T22:16:51.209Z-5,QA-FacilityName-2019-01-25T22:16:51.209Z-6,QA-CustomId-Facility-2019-01-25T22:16:51.209Z-5,QA-FacilityName-2019-01-25T22:16:51.209Z-6,Site addr1,Site City,Site State,10000,SiteCustomId-2019-01-25T22:16:51.076Z-1
QA-CustomId-Facility-2019-01-25T22:28:06.331Z-5,QA-FacilityName-2019-01-25T22:28:06.332Z-6,QA-Site-2019-01-25T22:28:01.524Z-2,QA-FacilityName-2019-01-25T22:28:06.332Z-6,Site addr1,Site City,Site State,10000,SiteCustomId-2019-01-25T22:28:01.523Z-1
QA-CustomId-Facility1-2019-01-25T22:29:33.126Z-6,QA-FacilityName2-2019-01-25T22:29:33.127Z-9,QA-CustomId-Site1-2019-01-25T22:29:33.125Z-1,QA-Site-Company2-2019-01-25T22:29:33.126Z-4,NULL,NULL,NULL,NULL,SiteCustomId-2019-01-25T22:29:33.126Z-5
QA-Facility-2019-01-25T22:29:34.296Z-31,QA-FacilityName,QA-Site-2019-01-25T22:29:34.195Z-30,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-25T22:29:35.077Z-39,QA-FacilityName,QA-Site-2019-01-25T22:29:34.973Z-38,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-25T22:29:35.778Z-49,QA-FacilityName-2019-01-25T22:29:36.696Z-54,QA-CustomId-Facility-2019-01-25T22:29:36.696Z-53,QA-FacilityName-2019-01-25T22:29:36.696Z-54,NULL,NULL,NULL,NULL,SiteCustomId-2019-01-25T22:29:36.696Z-52
QA-Facility-2019-01-25T22:29:36.305Z-51,QA-FacilityName-2019-01-25T22:29:36.696Z-54,QA-CustomId-Facility-2019-01-25T22:29:36.696Z-53,QA-FacilityName-2019-01-25T22:29:36.696Z-54,NULL,NULL,NULL,NULL,SiteCustomId-2019-01-25T22:29:36.696Z-52
QA-CustomId-Facility-2019-01-25T22:29:37.312Z-59,QA-FacilityName-2019-01-25T22:29:37.312Z-60,QA-Site-2019-01-25T22:29:37.190Z-56,QA-FacilityName-2019-01-25T22:29:37.312Z-60,Site addr1,Site City,Site State,10000,SiteCustomId-2019-01-25T22:29:37.190Z-55
QA-Facility-2019-01-25T23:38:32.981Z-6,QA-FacilityName,QA-Site-2019-01-25T23:38:32.866Z-5,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-25T23:38:33.471Z-8,QA-FacilityName,QA-Site-2019-01-25T23:38:33.406Z-7,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
LinkoUploaderBusiness2019-01-22T23:17:49.590Z-328,BusinessName,LinkoUploaderBusiness2019-01-22T23:17:49.590Z-328,BusinessName,NULL,NULL,NULL,NULL,NULL
LinkoUploaderBusiness2019-01-22T23:17:50.947Z-332,BusinessName,LinkoUploaderBusiness2019-01-22T23:17:50.947Z-332,BusinessName,NULL,NULL,NULL,NULL,NULL
LinkoUploaderBusiness2019-01-22T23:17:52.800Z-336,businessName,LinkoUploaderBusiness2019-01-22T23:17:52.800Z-336,businessName,NULL,NULL,NULL,NULL,NULL
LinkoUploaderBusiness2019-01-22T23:17:53.541Z-337,businessName,LinkoUploaderBusiness2019-01-22T23:17:53.541Z-337,businessName,NULL,NULL,NULL,NULL,NULL
LinkoUploaderBusiness2019-01-22T23:17:54.183Z-338,businessName,LinkoUploaderBusiness2019-01-22T23:17:54.183Z-338,businessName,NULL,NULL,NULL,NULL,NULL
LinkoUploaderFacility2019-01-22T23:17:54.873Z-341,Linko ZOO,LinkoUploaderSite2019-01-22T23:17:54.873Z-339,test_siteCompany,555 S. Sherman Street,Wheat Ridge,CO,80988,NULL
LinkoUploaderFacility2019-01-22T23:17:54.873Z-342,Linko Land,LinkoUploaderSite2019-01-22T23:17:54.873Z-340,test_siteCompany2,100 E. Hwy 9,Golden,AK,99050,NULL
LinkoUploaderBusiness2019-01-22T23:17:55.497Z-344,Linko wonderland ,LinkoUploaderSite2019-01-22T23:17:55.497Z-343,AI updated,address,NULL,NULL,NULL,NULL
LinkoUploaderFacility2019-01-22T23:17:56.454Z-345,FacilityName2019-01-22T23:17:56.454Z-346,LinkoUploaderFacility2019-01-22T23:17:56.454Z-345,FacilityName2019-01-22T23:17:56.454Z-346,SiteAddress,NULL,NULL,NULL,NULL
QA-CustomId-Facility1-2019-01-23T05:05:23.940Z-6,QA-FacilityName2-2019-01-23T05:05:23.940Z-9,QA-CustomId-Site1-2019-01-23T05:05:23.939Z-1,QA-Site-Company2-2019-01-23T05:05:23.940Z-4,NULL,NULL,NULL,NULL,SiteCustomId-2019-01-23T05:05:23.940Z-5
QA-Facility-2019-01-23T07:15:30.784Z-109,QA-FacilityName,QA-Site-2019-01-23T07:15:30.700Z-108,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-23T07:15:31.540Z-111,QA-FacilityName,QA-Site-2019-01-23T07:15:31.445Z-110,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:48:00.074Z-4,QA-FacilityName,QA-Site-2019-01-18T05:47:59.908Z-3,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:48:24.891Z-12,QA-FacilityName,QA-Site-2019-01-18T05:48:24.767Z-11,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:49:33.039Z-4,QA-FacilityName,QA-Site-2019-01-18T05:49:32.906Z-3,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
QA-Facility-2019-01-18T05:49:58.503Z-12,QA-FacilityName,QA-Site-2019-01-18T05:49:58.395Z-11,QA-SiteCompany,Site addr1,Site City,Site State,10000,NULL
FA0012645,Tofu House Restaurant,FA0012645,Tofu House Restaurant,5121 Arctic Blvd. A,Anchorage,AK,99503,NULL
FOG112717,China Garden Asian Bistro,FOG112717,China Garden Asian Bistro,1020 International Airport Rd,Anchorage,AK,99503,NULL
FA0001909,La Mex- Dimond,MH32230072,La Mex- Dimond,8330 KING ST,ANCHORAGE,AK,99518-3066,07H
FA0001910,LA MEX DIMOND - BAR,MH32230072,La Mex- Dimond,8330 KING ST,ANCHORAGE,AK,99518-3066,07H
FOG121817,Mc Kinley Fence Co.,FOG121817,Mc Kinley Fence Co.,5901 Lake Otis Pkwy,Anchorage,AK,99507,NULL
FA0014485,PANDA  EXPRESS,FA0014485,PANDA  EXPRESS,12520  OLD GLEN HYW,EAGLE RIVER,AK,99577,50B
FOG11118,Odd Man Rush Brewing,FOG11118,Odd Man Rush Brewing,10930 Mausel St,Eagle River,AK,99577,NULL
FOG11218,Fruitland,FOG11218,Fruitland,1118 N Muldoon Rd,Anchorage,AK,99504,NULL
2018 Investigation,inv.,2018 Investigation,inv.,NULL,Anchorage,AK,99503,NULL
FA0000078,HARRY J. MCDONALD MEMORIAL CTR,FA0000078,HARRY J. MCDONALD MEMORIAL CTR,13701 HARRY McDONALD RD,EAGLE RIVER,AK,99577,50D
FA0000099,PIZZA HUT #D1,FA0000099,PIZZA HUT #D1,341 BONIFACE PKWY G,ANCHORAGE,AK,99504-1031,04G
FA0000120,HOT DOG ON A STICK,FA0000120,HOT DOG ON A STICK,320 W 5TH AVE 406,ANCHORAGE,AK,99501-2345,01C
FA0000586,LAST FRONTIER BAR,FA0000586,LAST FRONTIER BAR,369 MULDOON RD,ANCHORAGE,AK,99504,04I
FA0000159,MULDOON PIZZA,FA0000159,MULDOON PIZZA,450 MULDOON RD,ANCHORAGE,AK,99504,041
FA0000223,HOST COMMISSARY,FA0000223,HOST COMMISSARY,5000 W INTERNATIONAL AIRPORT RD,ANCHORAGE,AK,99502-1023,05A
FA0000599,CHILKOOT CHARLIE'S - UP-BAR,FA0000599,CHILKOOT CHARLIE'S - UP-BAR,2435 SPENARD RD,ANCHORAGE,AK,99503-1621,03C
FA0000639,BENSON SECONDARY SCHOOL,FA0000639,BENSON SECONDARY SCHOOL,4515 CAMPBELL AIRSTRIP RD,ANCHORAGE,AK,99507-1267,04F
FA0000668,CLITHEROE REHAB CENTER,FA0000668,CLITHEROE REHAB CENTER,8000 WEST END RD,ANCHORAGE,AK,99502,05A
FA0000731,BIRCHWOOD ELEMENTARY SCHOOL,FA0000731,BIRCHWOOD ELEMENTARY SCHOOL,17010 BIRCHTREE ST,CHUGIAK,AK,99567,50D
FA0000762,SUSITNA ELEMENTARY SCHOOL,FA0000762,SUSITNA ELEMENTARY SCHOOL,7500 TYONE CT,ANCHORAGE,AK,99504-3531,04H
FA0000786,TESORO NORTHSTORE #55,FA0000786,TESORO NORTHSTORE #55,545 MULDOON RD,ANCHORAGE,AK,99504-1507,04I
FA0000846,CARRS #1806 - GROCERY,FA0000846,CARRS #1806 - GROCERY,600 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99503-4134,08C
FA0000884,CARRS #1817 - RETAIL MEAT,FA0000884,CARRS #1817 - RETAIL MEAT,7731 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504-3566,04H
FA0000949,TESORO NORTHSTORE #14 SNACKBAR,FA0000949,TESORO NORTHSTORE #14 SNACKBAR,341 BONIFACE PKWY,ANCHORAGE,AK,99504-1031,04G
FA0001305,JITTERS,FA0001305,JITTERS,11401 OLD GLENN HWY,EAGLE RIVER,AK,99577-7747,52C
FA0001326,TACO BELL - EAGLE RIVER,FA0001326,TACO BELL - EAGLE RIVER,12130 BUSINESS BLVD,EAGLE RIVER,AK,99577-7725,52A
FA0001532,LAKE HOOD ELEMENTARY,FA0001532,LAKE HOOD ELEMENTARY,3601 W 40TH AVE,ANCHORAGE,AK,99517-2702,05A
FA0001537,BISCOTTI'S ESPRESSO,FA0001537,BISCOTTI'S ESPRESSO,2801 DEBARR RD,ANCHORAGE,AK,99508-2932,02E
FA00045770,3 Little Pigs,FA0004577,3 Little Pigs,4211 VISCOUNT CIR.,Anchorage,AK,99502,09B
FA0010040,ARCTIC CHOICE,FA0010040,ARCTIC CHOICE,1205 W 29TH AVE.,Anchorage,AK,99503,03B
FA0012190,Dianne's Wild Fork Catering,FA0012190,Dianne's Wild Fork Catering,3002 Spenard Rd,Anchorage,AK,99503,03B
FOG 100917,Get Air Trampoline Park,FOG 100917,Get Air Trampoline Park,11051 O'Malley Centre Dr.,Anchorage,AK,99503,06F
FA0012546,Xalos Burrito Express,FA0012546,Xalos Burrito Express,320 W. 100th Ave.,Anchorage,AK,99515,NULL
FOG101017,Copper River Wild Seafood & Game,FOG101017,Copper River Wild Seafood & Game,8430 Laviento Dr.,Anchorage,AK,99515,NULL
FA0012771,MY PLACE HOTEL-ANCHORAGE,001,MY PLACE HOTEL-ANCHORAGE,729 E 40TH AVE.,Anchorage,AK,99503,08B
FA0013382,Butcher Block No 9,FA0013382,Butcher Block No 9,11108 Old Seward Hwy #3,Anchorage,AK,99515,NULL
FA0013782,Eldric's Pinoy Cooking,FA0013782,Eldric's Pinoy Cooking,401 W. International Airport Rd.,Anchorage,AK,99503,08A
FOG101317,Motel 6,FOG101317,Motel 6,5000 A St.,Anchorage,AK,99503,NULL
FA0001615,Thai Village Restaurant,FA0001615,Thai Village Restaurant,954 MULDOON RD,ANCHORAGE,AK,99504-2033,04I
FA0013519,LITTLE DIPPER DINER,FA0013519,LITTLE DIPPER DINER,1921 DIMOND,Anchorage,AK,99503,07F
FA0014618,Dave & Buster's,FA0014618,Dave & Buster's,800 E Dimond Blvd ste 240,Anchorage,AK,99515,06A
FA0001683,MCFERON CHEVRON - SNACK BAR,FA0001683,MCFERON CHEVRON - SNACK BAR,1465 W NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99503-2307,NULL
FA0012591,TOP BOP,FA0012591,TOP BOP,220 MULDOON RD.,Anchorage,AK,99504,04I
FA0011846,"SWEET CUP,LLC.",FA0011846,"SWEET CUP,LLC.",1467 MULDOON RD,Anchorage,AK,99504,04I
FA0013138,CACHE STORE 2,FA0013138,CACHE STORE 2,415 MULDOON RD.,Anchorage,AK,99504,04I
FA0013900,GRIND TIME ENTERPRISES-S,FA0013900,GRIND TIME ENTERPRISES-S,8800 HERITAGE CENTER DR .,Anchorage,AK,99508,04I
FA0013734,WILD CHILD,FA0013734,WILD CHILD,1523 EARLY VIEW DR.,Anchorage,AK,99504,04I
FA0012897,LD'S,FA0012897,LD'S,529 MULDOON RD.,Anchorage,AK,99504,04I
FA0006490,Wal-Mart Store #4359,FA0006490,Wal-Mart Store #4359,7405 DEBARR RD.,Anchorage,AK,99504,04H
FA0012803,ORIENTAL GARDEN,FA0012803,ORIENTAL GARDEN,720 MULDOON RD.,Anchorage,AK,99504,04H
FA00134329,COREA BLUE KOREAN CUISINE,FA00134329,COREA BLUE KOREAN CUISINE,6311 DEBARR RD,Anchorage,AK,99504,04H
FA0011330,Pizza Studio,FA0011330,Pizza Studio,1254 MULDOON RD,Anchorage,AK,99504,04H
FA0000505,LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE,FA0000505,LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE,335 BONIFACE,Anchorage,AK,99504,04G
FA0009772,PROVIDENCE EXTENDED CARE-COMMONS BLDG.,FA0009772,PROVIDENCE EXTENDED CARE-COMMONS BLDG.,920 COMPASSION CIR.,Anchorage,AK,99504,04G
FA0014201,Hamburger House,FA0014201,Hamburger House,360 BONIFACE PKWY.,Anchorage,AK,99504,04G
FA0013501,HMONG ALASKA GROCERY STORE,FA0013501,HMONG ALASKA GROCERY STORE,360 BONIFACE PKWY.,Anchorage,AK,99504,04G
FA0010933,PROVIDENCE TRANSITIONAL CARE CENTER PTCC,FA0010933,PROVIDENCE TRANSITIONAL CARE CENTER PTCC,1125 COMPASSION CIR.,Anchorage,AK,99503,04G
FA0011766,A SLICE OF HEAVEN-M,FA0011766,A SLICE OF HEAVEN-M,6920 BAXTER TERRACE CIR.,Anchorage,AK,99504,04F
FA0011515,SUNFLOWER PRESCHOOL,FA0011515,SUNFLOWER PRESCHOOL,2500 BONIFACE PKWY,Anchorage,AK,99505,04E
FA0001788,EAGLE RIVER LIONS CLUB,FA0001788,EAGLE RIVER LIONS CLUB,18344 EAGLE RIVER RD,EAGLE RIVER,AK,99577-7210,51D
FA0001886,SICILY'S PIZZA,FA0001886,SICILY'S PIZZA,3200 SPENARD RD,ANCHORAGE,AK,99503-3706,03B
FA0012181,Starbucks Coffee,FA0012181,Starbucks Coffee,320 W. 100th Ave S-SD2,Anchorage,AK,99515,NULL
FA0012506,SIRIWAN RICKSHAW FOODS,FA0012506,SIRIWAN RICKSHAW FOODS,1000 ARLBERG AVE.,Anchorage,AK,99587,60A
FA0013657,"HERBAL CACHE, THE",FA0013657,"HERBAL CACHE, THE",158 HOLMGREN PL.,Anchorage,AK,99587,61C
FA0012650,SPOONS,FA0012650,SPOONS,174 HIGHTOWER RD.,Anchorage,AK,99587,61C
FA0012871,GIRDWOOD PICNIC CLUB,FA0012871,GIRDWOOD PICNIC CLUB,194 HIGHTOWER RD.,Anchorage,AK,99587,61C
FA0013264,SKI INN LLC.,FA0013264,SKI INN LLC.,189 HIGHTOWER RD.,Anchorage,AK,99587,61C
FA0013127,OSO LOCO,FA0013127,OSO LOCO,365 GOLD AVE.,Anchorage,AK,99587,62A
FA0011042,Muse Anchorage Museum Café,FA0011042,Muse Anchorage Museum Café,625 C St,Anchorage,AK,99501,NULL
FOG102017,Wingstop,FOG102017,Wingstop,1818 W. Northern Lights,Anchorage,AK,99517,NULL
FA0001917,Sullivan's Steakhouse of Anchorage,FA0001917,Sullivan's Steakhouse of Anchorage,320 W 5TH AVE,ANCHORAGE,AK,99501-2345,01C
FA0001922,MARRIOTT - RESIDENCE INN,FA0001922,MARRIOTT - RESIDENCE INN,1025 E 35TH AVE,ANCHORAGE,AK,99508-4200,08C
FA0001978,Burrito King,FA0001978,Burrito King,111 W 38TH AVE,ANCHORAGE,AK,99503,08B
FA0002247,COLD STONE CREAMERY,FA0002247,COLD STONE CREAMERY,11432 BUSINESS BLVD,EAGLE RIVER,AK,99577-7740,52B
FA0002510,TESORO 2GO MART #73 - SNACK BAR,FA0002510,TESORO 2GO MART #73 - SNACK BAR,12139 OLD GLENN HWY,EAGLE RIVER,AK,99577-7794,50B
FA0002810,"ALASKA CLUB EAST - DECK, THE",FA0002810,"ALASKA CLUB EAST - DECK, THE",5201 E TUDOR RD,ANCHORAGE,AK,99507-1220,04D
FA0002979,SELECT PHYSICAL THERAPY,FA0002979,SELECT PHYSICAL THERAPY,4100 LAKE OTIS PKWY 106,ANCHORAGE,AK,99508-5200,04B
FA0003170,ANCHORAGE COMMUNITY YMCA - TUDOR,FA0003170,ANCHORAGE COMMUNITY YMCA - TUDOR,1666  CACHE DR,ANCHORAGE,AK,99507-1326,04B
FA0003180,AIRLINE SUPPORT INC,FA0003180,AIRLINE SUPPORT INC,3551  POSTMARK DR,ANCHORAGE,AK,99502-1070,05A
FA0003184,QUIZNO'S CLASSIC SUBS,FA0003184,QUIZNO'S CLASSIC SUBS,220 MULDOON RD,ANCHORAGE,AK,99504,04I
FA0003453,A CUP ON THE RUN,FA0003453,A CUP ON THE RUN,1402 INGRA ST,ANCHORAGE,AK,99501,02C
FA0003550,FRED MEYER - RETAIL STORE,FA0003550,FRED MEYER - RETAIL STORE,13401 OLD GLENN HWY,EAGLE RIVER,AK,99567-6460,50D
FA0003810,PAPA MURPHY'S,FA0003810,PAPA MURPHY'S,13331 OLD GLENN HWY,EAGLE RIVER,AK,99567-6460,50D
FA0004172,QUIZNOS,FA0004172,QUIZNOS,5000 W INTERNATIONAL AIRPORT RD,ANCHORAGE,AK,99502-1023,05A
FA0004177,Quizno's Sub #6723,FA0004177,Quizno's Sub #6723,3421-A E TUDOR RD,ANCHORAGE,AK,99504,04B
FA0004209,BOBBY's CAFÉ,FA0004209,BOBBY's CAFÉ,20900 BILL STEVENS DR,ANCHORAGE,AK,NULL,N/A
FA0004396,FRUITLAND FRESH 3,FA0004396,FRUITLAND FRESH 3,600 E NORTHERN LIGHTS BLVD 101,ANCHORAGE,AK,99503-4134,08C
FA0004784,"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",FA0004784,"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",11001 O'MALLEY CENTRE RD STE 103,ANCHORAGE,AK,99507,06F
FA0004969,ANCHORAGE COMMUNITY YMCA EAGLE RVR,FA0004969,ANCHORAGE COMMUNITY YMCA EAGLE RVR,10900 OLD EAGLE RIVER RD,ANCHORAGE,AK,99507,52C
FA0004984,THE GRIND,FA0004984,THE GRIND,7701 DEBAR RD,ANCHORAGE,AK,99504,04H
FA0005312,O'Brady's Burgers,FA0005312,O'Brady's Burgers,1501 Huffman Rd,ANCHORAGE,AK,99515-4309,06F
FA0005377,ALASKA PSYCHIATRIC INSTITUTE COFFEE,FA0005377,ALASKA PSYCHIATRIC INSTITUTE COFFEE,3700 PIPER ST,ANCHORAGE,AK,99508-4623,02A
FA0005485,MJ'S ASIAN MARKET,FA0005485,MJ'S ASIAN MARKET,1569 BRAGAW ST,ANCHORAGE,AK,99508,02F
FA0009948,Modern Dwellers Chocolate Lounge,FA0005628,Modern Dwellers Chocolate Lounge,530 E. Benson Blvd.,ANCHORAGE,AK,99503,08C
FA0000294,CHEF LEE AND PICKLE BARREL DELI,FA0000294,CHEF LEE AND PICKLE BARREL DELI,1565 S BRAGAW ST #103,ANCHORAGE,AK,99508,02F
FA0000312,Ding How Restaurant,FA0000312,Ding How Restaurant,1241 MULDOON RD,ANCHORAGE,AK,99504-2036,04I
FA0000323,FLY IN RESTAURANT THE,FA0000323,FLY IN RESTAURANT THE,3853 OLD INTERNATIONAL AIRPORT RD,ANCHORAGE,AK,99502,05A
FA0000369,DIANNE'S INC.,FA0000369,DIANNE'S INC.,550 W 7TH AVE 110,ANCHORAGE,AK,99501-3510,01C
FA0005969,JAVA HUT,FA0005969,JAVA HUT,12400 OLD GLENN HWY,EAGLE RIVER,AK,99577-7589,50B
FA0006196,HILTON GARDEN INN - BAR,FA0006196,HILTON GARDEN INN - BAR,4555 UNION SQUARE DR,ANCHORAGE,AK,99503,08B
FA0006589,EAGLE RIVER CHEVRON-SNACK,FA0006589,EAGLE RIVER CHEVRON-SNACK,11836 OLD GLENN HWY,EAGLE RIVER,AK,99577-7797,52A
FA0006610,WALGREENS #12679,FA0006610,WALGREENS #12679,7600 DEBARR RD,ANCHORAGE,AK,99504,04H
FA0007295,EAGLE RIVER CANDY & GIFTS,FA0007295,EAGLE RIVER CANDY & GIFTS,12212C OLD GLENN HWY,EAGLE RIVER,AK,99567-6460,50B
FA0007888,TROPICAL LATIN FOOD,FA0007888,TROPICAL LATIN FOOD,341 BONIFACE PKWY,ANCHORAGE,AK,99504-1031,04G
FA0007959,BURRITO HEAVEN,FA0007959,BURRITO HEAVEN,326 BONIFACE PKWY,ANCHORAGE,AK,99504-1080,04G
FA0008725,MOTOR MOCHA #3,FA0008725,MOTOR MOCHA #3,240 MULDOON RD,ANCHORAGE,AK,99504,04I
FA0008927,"AVALANCHE FROZEN YOGURT, LLC",FA0008927,"AVALANCHE FROZEN YOGURT, LLC",11925 OLD GLENN HWY 102,EAGLE RIVER,AK,99577-7735,50B
FA0009774,PROVIDENCE EXTENDED CARE - DESHKA COTTAGE,FA0009774,PROVIDENCE EXTENDED CARE - DESHKA COTTAGE,975 COMPASSION CIR,ANCHORAGE,AK,99508,04G
FA0000048,CARRS #1806 - DELI,FA0000048,CARRS #1806 - DELI,600 E NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99503-4134,08C
FA0000142,COSTCO #63 - PIZZA & DELI,FA0000142,COSTCO #63 - PIZZA & DELI,4125 DEBARR RD,ANCHORAGE,AK,99508-3115,02F
FA0000488,ROMANO'S BAR,FA0000488,ROMANO'S BAR,2415 C ST,ANCHORAGE,AK,99503-2643,02A
FA0000510,CHILKOOT CHARLIE'S - SHOW BAR,FA0000510,CHILKOOT CHARLIE'S - SHOW BAR,2435 SPENARD RD,ANCHORAGE,AK,99503-1621,03C
FA0000557,SHERATON HOTEL - PTARMIGAN BAR,FA0000557,SHERATON HOTEL - PTARMIGAN BAR,401 E 6TH AVE,ANCHORAGE,AK,99501-2638,01C
FA0000168,SILVERTIP GRILL,FA0000168,SILVERTIP GRILL,165 HIGHTOWER ST,GIRDWOOD,AK,99587,61C
FA0000644,CLARK MIDDLE SCHOOL,FA0000644,CLARK MIDDLE SCHOOL,150 S BRAGAW ST,ANCHORAGE,AK,99508,02F
FA0000726,AIRPORT HEIGHTS SCHOOL,FA0000726,AIRPORT HEIGHTS SCHOOL,1510 ALDER DR,ANCHORAGE,AK,99508-2914,02F
FA0000860,ST FRANCIS HOUSE,FA0000860,ST FRANCIS HOUSE,3710 E 20TH AVE,ANCHORAGE,AK,99508-3418,02F
FA0000932,CARTEE COMPLEX CONCESSION (S),FA0000932,CARTEE COMPLEX CONCESSION (S),939 S PINE ST,ANCHORAGE,AK,99508,04C
FA0000944,TESORO NORTHSTORE #62 SNACKBAR,FA0000944,TESORO NORTHSTORE #62 SNACKBAR,5121 ARCTIC BLVD,ANCHORAGE,AK,99503-7051,08A
FA0013832,SATORI,FA0013832,SATORI,221 E 5TH AVE.,Anchorage,AK,99501,01C
